SMILES,CID,descriptors,datasets
CC(C)C1=CC=CC=C1O,6943,"['solvent', 'rubbery', 'medicinal', 'smoky', 'burnt', 'phenolic', 'toasted', 'woody', 'animal like', 'spicy', 'medicinal-smoky phenolic odor', 'phenolic-smoky taste', 'bakery', 'smokey', 'toasty', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'fuel', 'gasstation', 'grassy', 'marshy', 'septic', 'sulphurous', 'alcohol', 'minty', 'people&animals', 'popcorn', 'sickening', 'resinous']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1=CC=CC=C1[N+](=O)[O-],81013,"['herbal', 'green']","[""arctander_1960""]"
CC(C)C1=CC=CC=N1,69523,"['vegetable', 'cortex', 'green', 'vegetable-earthy notes', 'earthy', 'food', 'fragrant', 'fruity', 'vegetation']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1=CC=NC2=CC=CC=C12,74004,"['leafy', 'metallic', 'earthy', 'green', 'buildingmaterials&construction', 'musty', 'moldy', 'fragrant', 'fruity', 'nosefeel', 'popcorn', 'sharp', 'pungent', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CC(C)C1=CC=NC=C1,69674,"['sweet earthy', 'animalic odor with green herbaceous notes', 'green', 'earthy', 'animal', 'herbal', 'sweet']","[""leffingwell""]"
CC(C)C1=CCC(=CC1)CCOC=O,111516,"['sweet', 'floral', 'herbal', 'fruity', 'minty', 'aromatic', 'fragrant', 'herbaceous', 'lemon', 'nature', 'non-citrusfruity', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CC(C)C1=CCC(C=C1)CO,56924101,"['woody', 'oily', 'minty', 'mint']","[""arctander_1960"", ""aromadb""]"
CC(C)C1=CCC(C=C1)COC(=O)C,66824687,"['herbal', 'minty', 'fruity', 'spicy']","[""arctander_1960""]"
CC(C)C1=CCC(CC1)(C)O,11468,"['woody', 'pine', 'musty', 'must', 'dry', 'piney', 'somewhat musty odor', 'buildingmaterials&construction', 'earthy', 'moldy', 'grassy', 'popcorn', 'sharp', 'pungent', 'resinous']","[""arctander_1960"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1=CCC(CC1)C(=O)O,62117,"['animal', 'spicy', 'cumin', 'sweaty', 'somewhat cuminic', 'herbal-spicy', 'sweaty odor', 'herbal', 'food', 'spices', 'microbiological', 'minty', 'people&animals', 'rancid', 'putrid', 'sharp', 'pungent', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1=CN=CC(=N1)OC,106441,"['earthy', 'musty', 'moldy', 'food', 'vegetable', 'fragrant', 'fruity', 'green', 'galbanum', 'herbaceous', 'bell pepper', 'nutty', 'peanut', 'plants', 'popcorn', 'raw', 'raw potato', 'sharp', 'pungent', 'vegetables', 'horseradish', 'pea', 'radish', 'woody', 'resinous']","[""sharma_2021b""]"
CC(C)C1=CNC2=CC=CC=C21,12534824,"['animal', 'floral']","[""arctander_1960""]"
CC(C)C1=C[C@@H]([C@@](CC1)(C)C=C)C(=C)C,12309449,"['aromatic', 'herbal', 'lavender', 'buildingmaterials&construction', 'woody', 'fragrant', 'sweet', 'grassy', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'vegetation', 'resinous']","[""sharma_2021b""]"
CC(C)C1=C[C@H]([C@@](CC1)(C)C=C)C(=C)C,12004383,"['sweet', 'herbal', 'lavender', 'woody', 'aromatic', 'buildingmaterials&construction', 'fragrant', 'grassy', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'popcorn', 'terpenes', 'pine', 'vegetation', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CC(C)C1=NC=CN=C1,34590,"['nutty', 'honey', 'minty', 'green', 'nutty odor', 'slight coffee taste', 'caramel fruity at 40 ppm', 'caramel', 'fragrant', 'fruity', 'popcorn', 'sweet', 'terpenes', 'pine', 'lemon']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1=NC=CN=C1OC,33166,"['grass', 'pea', 'earth', 'nutty', 'pea green pea', 'beany', 'earthy', 'chocolate', 'galbanum', 'potato raw potato', 'pepper bell pepper', 'bell pepper', 'vegetable', 'potato-like', 'potato', 'caramel', 'musty', 'moldy', 'fragrant', 'fruity', 'green', 'popcorn', 'sharp', 'pungent', 'spices', 'pepper', 'sweet', 'vegetables', 'bean', 'woody', 'resinous']","[""aromadb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1=NC=CN=C1SC,106216,"['meaty roasted meaty', 'vegetable', 'green', 'eathy woody odor', 'roasted', 'cooked meat notes', 'meaty', 'earthy', 'woody', 'bakery', 'food', 'fragrant', 'fruity', 'non-vegetarian']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1C(COC(O1)(C)C)(C)C,112457,"['sawdust', 'herbal', 'fruity', 'woody old wood', 'green', 'woody', 'earthy', 'aromatic', 'buildingmaterials&construction', 'musty', 'moldy', 'fragrant', 'grassy', 'herbaceous', 'lemon', 'nature', 'popcorn', 'sharp', 'pungent', 'sweet', 'vegetation', 'old wood', 'resinous']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC(C)C1C(COC(O1)C(C)C)(C)C,107113,"['woody', 'fruity', 'spicy', 'buildingmaterials&construction', 'food', 'spices', 'fragrant', 'grassy', 'lemon', 'minty', 'nature', 'popcorn', 'sweet', 'resinous']","[""goodscents"", ""sharma_2021b""]"
CC(C)C1C(COCO1)(C)C,96021,"['herbal', 'camphoreous', 'fresh', 'green', 'woody', 'camphoraceous', 'aromatic', 'buildingmaterials&construction', 'fragrant', 'fruity', 'grassy', 'herbaceous', 'minty', 'camphor', 'popcorn', 'vegetation', 'resinous']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC(C)C1CC(C(C=C1)(C)C=C)C(=C)C,111381,"['woody', 'peppery', 'dry']","[""ifra_2019""]"
CC(C)C1CC(C=CO1)C2=CC=CC=C2,22770570,"['sweet', 'coumarin', 'spice']","[""goodscents""]"
CC(C)C1CCC(=C)C=C1,11142,"['citrus', 'pepper', 'minty', 'terpentine', 'turpentine', 'pleasant', 'mint', 'terpenic', 'sweet', 'terpenes', 'pine', 'lemon']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""sharma_2021b""]"
CC(C)C1CCC(=CC1)C=O,89488,"['herbal', 'green', 'spicy']","[""arctander_1960""]"
CC(C)C1CCC(=CC1)CCC=O,89491190,"['cyclamen', 'aldehydic', 'lily of the valley', 'floral', 'green']","[""goodscents""]"
CC(C)C1CCC(=O)C=C1,92780,"['minty herbaceous??', 'mint', 'herbaceous', 'spicy', 'herbal', 'woody', 'cumin', 'caraway', 'fresh minty herbaceous woody ketonic odor', 'ketonic', 'fresh', 'aromatic', 'buildingmaterials&construction', 'food', 'spices', 'fragrant', 'grassy', 'minty', 'popcorn', 'vegetation', 'resinous']","[""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1CCC(C=C1)(C)O,526657,"['herb', 'herbal']","[""flavornet"", ""goodscents""]"
CC(C)C1CCC(CC1)(C)O,89437,"['sweet', 'lime', 'herbal', 'terpenic', 'woody', 'pine', 'floral', 'citrus']","[""goodscents"", ""ifra_2019""]"
CC(C)C1CCC(CC1)C(C)CO,106731,"['woody', 'rose', 'balsamic', 'floral', 'fresh']","[""arctander_1960"", ""ifra_2019""]"
CC(C)C1CCC(CC1)C(C)O,114233,"['lily of the valley', 'floral', 'rose', 'muguet', 'waxy', 'fragrant', 'nature']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC(C)C1CCC(CC1)CC(C)C(=O)C,169812,['sandalwood'],"[""arctander_1960""]"
CC(C)C1CCC(CC1)CC(C)C(C)O,102058649,"['woody', 'green', 'floral']","[""arctander_1960""]"
CC(C)C1CCC(CC1)CCCO,142523980,"['woody', 'camphoraceous', 'balsamic', 'floral']","[""arctander_1960""]"
CC(C)C1CCC(CC1)CO,83763,"['grassy aroma??', 'grass', 'clean', 'magnolia', 'floral', 'grassy', 'fresh', 'muguet', 'cumin', 'fragrant', 'woody', 'nature', 'spices', 'terpenes', 'pine', 'lemon']","[""aromadb"", ""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC(C)C1CCC(CC1)O,20739,"['woody', 'pine', 'camphoraceous', 'metallic', 'rose red rose', 'weedy', 'dusty', 'green', 'leathery', 'animal like', 'floral', 'rose', 'diffusive floral notes reminiscent of lilac', 'rose and geranium', 'buildingmaterials&construction', 'earthy', 'fragrant', 'fruity', 'non-fooditems', 'leather', 'nosefeel', 'vegetation', 'weed']","[""arctander_1960"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C1CCC(CC1)OC(=O)C,228303,"['woody', 'fruity', 'camphoraceous', 'minty']","[""arctander_1960""]"
CC(C)C1CCC(CC1=O)(C)S,23341028,"['citrus', 'citrus odor (see comments)']","[""goodscents"", ""leffingwell""]"
CC(C)C1CCC(CC1OC(=O)OC2CC(CCC2C(C)C)(C)CC(C)O)(C)CC(C)O,66939693,['menthol'],"[""goodscents""]"
CC(C)C1CCC(S1)(C)CCOC(=O)C,118437152,"['strawberry', 'tropical', 'pepper bell pepper']","[""goodscents""]"
CC(C)C1CCC2(C1C3C2CCC3=C)C,324224,"['woody', 'herbal-balsamic', 'slightly earthy with hint of mint notes', 'earthy', 'herbal', 'balsamic', 'mint']","[""leffingwell""]"
CC(C)C1CCC2(CC1)CCC(=O)O2,6452049,"['woody', 'celery', 'herbal', 'lactonic', 'oily', 'aromatic', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'fragrant', 'grassy', 'herbaceous', 'microbiological', 'popcorn', 'vegetables', 'vegetation', 'resinous']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC(C)C1CCC2C(=C1)CCC3C2(CCCC3(C)CO)C,101602,"['woody', 'pine', 'mild']","[""arctander_1960"", ""goodscents""]"
CC(C)C1CCC2CC(=O)CCC2C1,118134,"['rhubarb', 'floral', 'vetiver', 'green', 'woody', 'grapefruit', 'gardenia', 'buildingmaterials&construction', 'citrus', 'fragrant', 'fruity', 'grassy', 'nature', 'popcorn', 'vegetables']","[""goodscents"", ""sharma_2021b""]"
CC(C)C1SC(SS1)C(C)C,529049,"['smoky', 'meaty', 'bacon', 'garlic fatty-oily', 'sulfurous aroma', 'mustard', 'onion', 'nutty', 'cooked seafood', 'oily', 'garlic', 'fatty', 'sulfurous', 'bakery', 'smokey', 'food', 'non-vegetarian', 'people&animals', 'popcorn', 'sickening', 'woody', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)C=C(C)C(=O)O,53422899,"['sweet', 'animal', 'sweaty', 'floral', 'honey', 'fruity', 'acidic', 'tart', 'cheesy', 'dairy', 'cheese', 'creamy', 'fragrant', 'lemon', 'sour', 'minty', 'non-citrusfruity', 'sharp', 'pungent', 'terpenes', 'pine']","[""aromadb"", ""goodscents"", ""sharma_2021b""]"
CC(C)C=C(C)C(C)OC(C)(C)COC(=O)C1CC1,66769843,"['musk like', 'fruity', 'berry']","[""ifra_2019""]"
CC(C)C=C(C=O)C1=CC=CC=C1,540124,"['caramel', 'chocolate', 'honey', 'cocoa', 'floral', 'rose', 'food', 'fragrant', 'sweet', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'nutty', 'popcorn', 'softfloral', 'powdery', 'terpenes', 'pine']","[""sharma_2021b""]"
CC(C)C=C(C=O)c1ccco1,333456693241,"['pleasant', 'oily-woody', 'herbaceous-green odor', 'woody', 'oily', 'green', 'herbal']","[""leffingwell""]"
CC(C)C=C(CSC)C=O,78122509,['sulfurous'],"[""goodscents""]"
CC(C)C=C1C2=CC=CC=C2C(=O)O1,91979,"['herbal', 'spicy']","[""arctander_1960""]"
CC(C)C=CC(=O)C,21244,"['sweet', 'fruity', 'cheesy', 'berry']","[""goodscents""]"
CC(C)C=CC=O,21458,"['aldehydic', 'apple cooked apple', 'spicy', 'cognac', 'grassy', 'apple', 'fresh', 'green', 'ethereal', 'woody', 'pungent']","[""goodscents""]"
CC(C)C=NCC1=CC=CO1,23037164,"['chocolate', 'flora-', 'green', 'aldehydic odor', 'aldehydic', 'floral']","[""leffingwell""]"
CC(C)C=O,6561,"['sour', 'fruity', 'banana', 'pungent', 'green', 'malt', 'floral', 'aldehydic', 'fresh', 'in dilution', 'pleasant', 'cheese', 'chocolate', 'banana-like odor', 'cheesy', 'bakery', 'malty', 'beverage', 'caramel', 'chemical', 'hydrocarbon', 'dairy', 'foul', 'fragrant', 'lemon', 'nature', 'non-citrusfruity', 'nosefeel', 'other', 'sharp', 'sickening', 'sweet']","[""arctander_1960"", ""flavordb"", ""flavornet"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=CC=O)C,4914396,"['herbal', 'orange', 'oily', 'fatty', 'fruity']","[""arctander_1960""]"
CC(C)CC(=CCCC(=CC=O)C)C,94132,"['floral', 'aldehydic', 'fruity', 'waxy']","[""goodscents""]"
CC(C)CC(=O)/C=C/C(C)C,1738173,"['floral', 'chamomile', 'marigold', 'aromatic', 'herbal', 'camomile', 'tagette', 'fragrant', 'fruity', 'herbaceous', 'lemon', 'nature', 'people&animals', 'animal', 'sweet', 'vegetation', 'woody', 'resinous']","[""ifra_2019"", ""sharma_2021b""]"
CC(C)CC(=O)/C=C\C(C)C,1550577,"['tagette', 'animal', 'herbal', 'fruity', 'chamomile']","[""goodscents""]"
CC(C)CC(=O)C,7909,"['ethereal', 'fruity', 'ketonic', 'camphor', 'pleasant', 'solvent', 'spicy', 'herbal', 'green', 'dairy', 'sharp', 'sweet', 'green fruity odor and taste', 'aromatic', 'chemical', 'hydrocarbon', 'ether', 'sweet solvent', 'food', 'spices', 'fragrant', 'fuel', 'gasstation', 'grassy', 'woody', 'grassy(green', 'sharp)', 'herbaceous', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'nosefeel', 'pungent', 'sickening', 'terpenes', 'pine', 'vegetation', 'resinous']","[""arctander_1960"", ""flavordb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)C(=O)C,26204,"['buttery', 'fruity', 'oily', 'butter', 'sweet', 'creamy', 'brown', 'sharp', 'strong', 'oily-buttery odor', 'buttery fruity taste', 'bakery', 'caramel', 'dairy', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'nosefeel', 'pungent', 'sickening', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)C(=O)O,70,"['fruity', 'fragrant', 'lemon', 'nature', 'sweet']","[""goodscents"", ""sharma_2021b""]"
CC(C)CC(=O)C(=O)[O-].[Na+],4137900,"['buttery', 'bakery', 'caramel', 'dairy', 'fragrant', 'fruity', 'lemon', 'nature', 'sweet']","[""goodscents"", ""sharma_2021b""]"
CC(C)CC(=O)C(C(C)C)S,20519099,"['concord grape', 'powerful', 'tart', 'green', 'grapefruit']","[""goodscents""]"
CC(C)CC(=O)C(C(C)C)SCC(=C)C,22150008,"['vegetable', 'flower', 'fruity', 'rosey', 'orange', 'stalk', 'citrus', 'bready', 'neroli', 'celery', 'grapefruit']","[""goodscents""]"
CC(C)CC(=O)C(C(C)C)SCC=C,22150016,"['spicy', 'floral', 'citrus', 'green', 'neroli', 'grapefruit']","[""goodscents""]"
CC(C)CC(=O)C(C)O,10920542,"['sweet', 'chocolate', 'caramel', 'fragrant', 'lemon', 'minty', 'non-citrusfruity', 'terpenes', 'pine']","[""goodscents"", ""sharma_2021b""]"
CC(C)CC(=O)C1=CC=CC=C1,68493,"['fruity', 'floral']","[""arctander_1960""]"
CC(C)CC(=O)C=C,3014081,"['green', 'oily']","[""arctander_1960""]"
CC(C)CC(=O)C=CC=C(C)CCC=C(C)C,54329025,"['powdery', 'woody', 'floral']","[""arctander_1960""]"
CC(C)CC(=O)CC(C)C,7958,"['fruity', 'menthol-like', 'menthol', 'sweet', 'peppermint', 'metallic', 'fermented', 'banana', 'pineapple', 'green', 'ethereal', 'ketonic', 'fruity odor', 'slightly chemical-pineapple-banana taste', 'buildingmaterials&construction', 'chemical', 'hydrocarbon', 'ether', 'sweet organic chemical', 'foul', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'nosefeel', 'solvent', 'vanilla', 'terpenes', 'pine', 'woody']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)CC1=CC=CC=C1,219672,"['woody', 'caramelic', 'fruity', 'spicy', 'sweet', 'sugar burnt sugar', 'woody-spicy', 'fruity-caramellic odor', 'fruity-spicy', 'sweet taste', 'caramellic', 'buildingmaterials&construction', 'burnt', 'food', 'spices', 'fragrant', 'grassy', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'sickening', 'sugar', 'terpenes', 'pine', 'resinous']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)CO,13294594,"['fruity', 'ethereal']","[""goodscents""]"
CC(C)CC(=O)O,10430,"['herbal', 'nutty', 'acid', 'rancid', 'disagreeable', 'cheese', 'sweat', 'sweaty', 'sour', 'pungent', 'ripe', 'fatty', 'fruity', 'acidic', 'tropical', 'dairy', 'cheesy', 'very sour', '""sweaty""', 'odor', 'fruity on dilution', 'fishy', 'foul', 'stinky', 'fragrant', 'sweet', 'lemon', 'microbiological', 'minty', 'nature', 'nauseating', 'disgusting', 'non-citrusfruity', 'nosefeel', 'popcorn', 'putrid', 'sharp', 'sickening', 'terpenes', 'pine']","[""arctander_1960"", ""aromadb"", ""flavordb"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)O.N,61419,"['cheesy', 'rancid', 'sharp', 'fruity']","[""goodscents""]"
CC(C)CC(=O)OC,11160,"['apple', 'ethereal', 'fruity', 'sweet', 'estery', 'pineapple', 'tutti frutti', 'strong', 'pineapple-apple & juicy fruit odor and taste', 'chemical', 'hydrocarbon', 'tutty-fruity', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OC(=O)CC(C)C,73847,['sour'],"[""arctander_1960""]"
CC(C)CC(=O)OC(C)(CCC=C(C)C)C=C,240119,"['sweet', 'apple', 'citrus', 'bergamot', 'lavender', 'aromatic', 'herbal', 'dryfruit', 'apricot', 'fragrant', 'fruity', 'peach', 'herbaceous', 'lemon', 'minty', 'non-citrusfruity', 'plants', 'sage', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""flavornet"", ""ifra_2019"", ""sharma_2021b""]"
CC(C)CC(=O)OC(C)C,61914,"['pineapple', 'winey', 'ethereal', 'fruity', 'apple', 'ethereal-fruity', 'apple-pineapple-berry', 'cheesy odor and taste', 'berry', 'cheesy', 'beverage', 'fragrant', 'lemon', 'nature', 'non-citrusfruity', 'sweet']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OC(C)C1=CC=CC=C1,92595,"['herbal-fruity', 'floral odor of honeysuckle-jasmin type', 'fruity', 'jasmine', 'herbal', 'floral']","[""leffingwell""]"
CC(C)CC(=O)OC(C)CCC1=CC=CC=C1,15162770,"['herbal', 'green', 'fruity']","[""arctander_1960""]"
CC(C)CC(=O)OC(C=C)C(C)CC=C(C)C,14234,"['citrus', 'tea', 'fruity', 'apple', 'herbal', 'apricot', 'lavender', 'bergamot', 'peach', 'sage', 'sweet', 'fruity odor', 'apple-peach like taste']","[""arctander_1960"", ""goodscents"", ""leffingwell""]"
CC(C)CC(=O)OC/C=C(/C)\CCC=C(C)C,6429039,"['blueberry', 'sweaty', 'sour', 'floral', 'rose', 'cranberry', 'fruity', 'grape', 'apple', 'bergamot', 'citrus', 'herbal', 'fragrant', 'berry', 'lemon', 'microbiological', 'nature', 'rancid', 'putrid', 'sharp', 'pungent', 'sweet']","[""goodscents"", ""ifra_2019"", ""sharma_2021b""]"
CC(C)CC(=O)OC/C=C(\C)/CCC=C(C)C,5362830,"['apple', 'rose', 'fruit', 'rich fruity-peach', 'clary sage-like odor', 'peach & currant taste', 'fruity', 'peach', 'aromatic', 'herbal', 'floral', 'fragrant', 'green', 'berry', 'blueberry', 'melon', 'pineapple', 'herbaceous', 'lemon', 'nature', 'non-citrusfruity', 'non-fooditems', 'oily', 'popcorn', 'sweet', 'vegetation', 'woody', 'resinous']","[""flavornet"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OC/C=C/C1=CC=CC=C1,5355855,"['sweet', 'spicy', 'blueberry', 'melon', 'apple green apple', 'cherry', 'fruity', 'ethereal', 'herbaceous-green', 'floral', 'rose-like odor', 'apple-like taste', 'green', 'rose', 'herbal', 'beverage', 'winey', 'buildingmaterials&construction', 'woody', 'food', 'spices', 'foul', 'fermented', 'fragrant', 'apple', 'grassy', 'lemon', 'sour', 'microbiological', 'yeasty', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'rancid', 'putrid', 'sharp', 'pungent', 'terpenes', 'pine', 'resinous']","[""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OC1=C(C=C(C=C1)CC=C)OC,3085213,"['clove', 'fruity', 'spicy', 'aromatic', 'fruity. spicy', 'woody & clove like notes', 'woody', 'food', 'spices', 'fragrant', 'lemon', 'minty', 'nature', 'sweet', 'resinous']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OC1C(C2CCC1(C2)C)(C)C,108377,"['pine', 'terpenes', 'lemon', 'woody']","[""goodscents"", ""sharma_2021b""]"
CC(C)CC(=O)OC1CC2CCC1(C2(C)C)C,60968,"['herbal', 'camphoraceous', 'woody', 'green', 'earth', 'herb', 'dry', 'forest', 'oily', 'camphoreous', 'cooling', 'balsamic', 'pine', 'valerian root', 'herbaceous', 'earthy', 'fruity', 'similar to valerian oil', 'borneol', 'mint', 'aromatic', 'buildingmaterials&construction', 'musty', 'moldy', 'fragrant', 'apple', 'tropical', 'grassy', 'lemon', 'cool', 'minty', 'camphor', 'non-fooditems', 'popcorn', 'pungent', 'sharp', 'terpenes', 'vegetation', 'root', 'resinous']","[""arctander_1960"", ""flavornet"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OC1CCCCC1,287439,"['animal', 'fruity', 'banana', 'apple', 'berry', 'with apple-banana-berry like notes', 'fragrant', 'lemon', 'nature', 'non-citrusfruity', 'sweet']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OCC(C)C,11514,"['ethereal', 'berry', 'fruity', 'apple', 'sweet', 'banana', 'raspberry', 'green', 'apple-raspberry like odor', 'green banana-apple-like taste', 'beverage', 'winey', 'chemical', 'hydrocarbon', 'ether', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'terpenes', 'pine']","[""arctander_1960"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OCC/C(=C/CC=C(C)C)/C,6433150,"['sweet', 'blueberry', 'herbal', 'melon', 'fruity', 'pineapple', 'oily', 'apple', 'green', 'tropical apple-like', 'rosy odor', 'tropical & apple taste', 'rose', 'tropical']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OCC1=CC=C(C=C1)O,111779,"['sweet', 'fruity odor', 'spicy apricot', 'fruity', 'spicy', 'apricot']","[""leffingwell""]"
CC(C)CC(=O)OCC1=CC=CC=C1,7651,"['herbal', 'tobacco', 'fruity', 'musky', 'apple', 'sweet', 'musty', 'pineapple', 'powdery', 'floral', 'animal like', 'herbaceous', 'with apple', 'cheese notes', 'cheesy', 'aromatic', 'earthy', 'moldy', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'popcorn', 'sharp', 'pungent', 'softfloral', 'terpenes', 'pine', 'vegetation', 'woody', 'resinous']","[""arctander_1960"", ""aromadb"", ""goodscents"", ""ifra_2019"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OCC1=CC=CO1,61658,"['plum', 'ripe', 'grape', 'berry', 'fruity', 'ripe berry-like odor and taste', 'fragrant', 'lemon', 'nature', 'sweet']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OCC1=CCC2CC1C2(C)C,5319992,"['herbaceous', 'woody', 'fruity', 'valerian', 'herbal']","[""leffingwell""]"
CC(C)CC(=O)OCC=C,17816,"['fruity', 'ripe', 'pleasant', 'sweet', 'banana', 'pineapple', 'apple', 'cherry', 'pungent', 'powerful', 'winey-fruity', 'overripe apple', 'berry-cherry-like odor', 'taste', 'berry', 'winey', 'beverage', 'foul', 'fragrant', 'lemon', 'minty', 'nature', 'non-citrusfruity', 'nosefeel', 'sharp', 'sickening', 'terpenes', 'pine']","[""flavordb"", ""goodscents"", ""leffingwell"", ""sharma_2021b""]"
CC(C)CC(=O)OCC=C(C)CCC=C(C)C,19802,"['herbal', 'rose', 'fruity', 'apple', 'ethereal']","[""arctander_1960""]"
CC(C)CC(=O)OCC=CC1=CC=CC=C1,61091,"['tobacco', 'rose', 'balsamic', 'floral', 'fruity', 'sweet', 'fermented', 'yeasty', 'spicy', 'sour', 'melon', 'winey', 'apple green apple', 'cherry', 'woody']","[""arctander_1960"", ""aromadb"", ""goodscents""]"
CC(C)CC(=O)OCCC(C)(C)S,53425775,"['fruity', 'sulfurous', 'tropical fruit notes', 'effective in grape', 'tropical', 'grape', 'chemical', 'hydrocarbon', 'sulphurous', 'fragrant', 'lemon', 'marshy', 'septic', 'nature', 'sickening', 'sulphur', 'cabbage', 'garlic', 'sweet']","[""goodscents"", ""leffingwell"", ""sharma_2021b""]"
